,Property,InteriorFeatures,Sauna,,InteriorFeatures,Sauna,A small room or separate structure designed to produce heat to induce perspiration with wet steam (often poured over hot stones) or with dry heat.,Yes,Yes,
,Property,InteriorFeatures,SeeRemarks,,InteriorFeatures,SeeRemarks,See the remarks fields for additional information about the room or interior.,Yes,Yes,
,Property,InteriorFeatures,SmartHome,,InteriorFeatures,SmartHome,"A generic term for electronic automation of features such as lighting, heating/cooling, security and other amenities. The features are typically linked though an app or software via one or more third-party services. The features are also known for their convenience and energy efficiency.",Yes,Yes,
,Property,InteriorFeatures,SmartThermostat,,InteriorFeatures,SmartThermostat,A heating/cooling control unit that has convenience and energy-saving aspects. A smart thermostat may also integrate with a larger smart home system and typically operates through a third-party service.,Yes,Yes,
,Property,InteriorFeatures,SoakingTub,,InteriorFeatures,SoakingTub,A bathtub that is typically deeper and may be shorter than traditional tubs.,Yes,Yes,
,Property,InteriorFeatures,SolarTubes,,InteriorFeatures,SolarTubes,A reflective tube that extends from a light-gathering surface on the roof of the structure down into a room where the outside light is distributed.,Yes,Yes,
,Property,InteriorFeatures,SoundSystem,,InteriorFeatures,SoundSystem,The property includes a sound system that typically includes in-wall wiring and recessed/built-in speakers and a built-in location for the amplifier and other audio equipment.,Yes,Yes,
,Property,InteriorFeatures,StoneCounters,,InteriorFeatures,StoneCounters,The property or room has counters that are made of some type of stone.,Yes,Yes,
,Property,InteriorFeatures,Storage,,InteriorFeatures,Storage,The property or room has storage space.,Yes,Yes,
,Property,InteriorFeatures,TileCounters,,InteriorFeatures,TileCounters,The property or room has counters that are made of some type of tile.,Yes,Yes,
,Property,InteriorFeatures,TrackLighting,,InteriorFeatures,TrackLighting,A type of lighting where the light fixtures are mounted on a track allowing for adjustment of the position of the lights.,Yes,Yes,
,Property,InteriorFeatures,TrayCeilings,,InteriorFeatures,TrayCeilings,"A ceiling with an inverted tray or recessed area, often rectangular, that adds depth and interest.",Yes,Yes,
,Property,InteriorFeatures,VaultedCeilings,,InteriorFeatures,VaultedCeilings,"Derived from the Italian word ""volta,"" is this is typically a high celling with no attic between the ceiling and the roof. When a vaulted ceiling has two angles that meet in the center of the room, Cathedral Ceiling(s) may be used.",Yes,Yes,
,Property,InteriorFeatures,WalkInClosets,,InteriorFeatures,WalkInClosets,A closet that is a small room with an entryway.,Yes,Yes,
,Property,InteriorFeatures,WaterSenseFixtures,,InteriorFeatures,WaterSenseFixtures,"Water fixtures that are backed by independent, third-party certification and meet Environmental Protection Agency (EPA) specifications for water efficiency and performance.",Yes,Yes,
,Property,InteriorFeatures,WetBar,,InteriorFeatures,WetBar,"Commonly a built-in fixture for the storage, preparation, serving and/or consumption of drinks that has a faucet and sink.",Yes,Yes,
,Property,InteriorFeatures,WindowedBathroom,,InteriorFeatures,WindowedBathroom,The bathroom has windows.,Yes,Yes,
,Property,InteriorFeatures,WindowedKitchen,,InteriorFeatures,WindowedKitchen,The kitchen has windows.,Yes,Yes,
,Property,InteriorFeatures,WiredForData,,InteriorFeatures,WiredForData,"The property has been wired for data, typically Category 5 or 6 wiring for the support of Ethernet data communications.",Yes,Yes,
,Property,InteriorFeatures,WiredForSound,,InteriorFeatures,WiredForSound,"The property has been wired for a built-in sound system. This typically includes in-wall wiring and recessed/built-in speakers and a location for audio equipment. The wiring is in place, but equipment may not be included.",Yes,Yes,
,Property,KitchenCondition,Excellent,,KitchenCondition,Excellent,,Yes,Yes,
,Property,KitchenCondition,Fair,,KitchenCondition,Fair,,Yes,Yes,
,Property,KitchenCondition,Good,,KitchenCondition,Good,,Yes,Yes,
,Property,KitchenCondition,New,,KitchenCondition,New,,Yes,Yes,
,Property,KitchenCondition,Poor,,KitchenCondition,Poor,,Yes,Yes,
,Property,KitchenCondition,Wrecked,,KitchenCondition,Wrecked,,Yes,Yes,
,Property,LaborInformation,EmployeeLicenseRequired,,LaborInformation,EmployeeLicenseRequired,Special licensing is required for employees.,Yes,Yes,
,Property,LaborInformation,NonUnion,,LaborInformation,NonUnion,A labor union is not currently established.,Yes,Yes,
,Property,LaborInformation,Union,,LaborInformation,Union,A labor union is established.,Yes,Yes,
,Property,LaundryFeatures,OnCommonFloor,,LaundryFeatures,OnCommonFloor,The building has laundry on common floor.,Yes,Yes,
,Property,LaundryFeatures,ElectricDryerHookup,,LaundryFeatures,ElectricDryerHookup,The property has electric clothes dryer connections.,Yes,Yes,
,Property,LaundryFeatures,GasDryerHookup,,LaundryFeatures,GasDryerHookup,The property has gas clothes dryer connections.,Yes,Yes,
,Property,LaundryFeatures,InBasement,,LaundryFeatures,InBasement,Laundry features are located in a basement.,Yes,Yes,
,Property,LaundryFeatures,InBathroom,,LaundryFeatures,InBathroom,Laundry features are located in a bathroom.,Yes,Yes,
,Property,LaundryFeatures,InCarport,,LaundryFeatures,InCarport,Laundry features are located in a carport.,Yes,Yes,
,Property,LaundryFeatures,InGarage,,LaundryFeatures,InGarage,Laundry features are located in a garage.,Yes,Yes,
,Property,LaundryFeatures,InHall,,LaundryFeatures,InHall,Laundry features are located in a hall.,Yes,Yes,
,Property,LaundryFeatures,InKitchen,,LaundryFeatures,InKitchen,Laundry features are located in a kitchen.,Yes,Yes,
,Property,LaundryFeatures,InUnit,,LaundryFeatures,InUnit,Laundry features are located in a unit.,Yes,Yes,
,Property,LaundryFeatures,Inside,,LaundryFeatures,Inside,,Yes,Yes,
,Property,LaundryFeatures,LaundryChute,,LaundryFeatures,LaundryChute,The property has a laundry chute.,Yes,Yes,
,Property,LaundryFeatures,LaundryCloset,,LaundryFeatures,LaundryCloset,The property has a laundry closet.,Yes,Yes,
,Property,LaundryFeatures,LaundryRoom,,LaundryFeatures,LaundryRoom,The property has a laundry room.,Yes,Yes,
,Property,LaundryFeatures,LowerLevel,,LaundryFeatures,LowerLevel,Laundry features are located on a lower level.,Yes,Yes,
,Property,LaundryFeatures,MainLevel,,LaundryFeatures,MainLevel,Laundry features are located on the main level.,Yes,Yes,
,Property,LaundryFeatures,MultipleLocations,,LaundryFeatures,MultipleLocations,Laundry features are located in multiple locations.,Yes,Yes,
,Property,LaundryFeatures,None,,LaundryFeatures,None,There are no laundry features.,Yes,Yes,
,Property,LaundryFeatures,Other,,LaundryFeatures,Other,There are laundry features other than those on this list.,Yes,Yes,
,Property,LaundryFeatures,Outside,,LaundryFeatures,Outside,Laundry features are located outside.,Yes,Yes,
,Property,LaundryFeatures,SeeRemarks,,LaundryFeatures,SeeRemarks,See remarks for additional information about laundry features.,Yes,Yes,
,Property,LaundryFeatures,Sink,,LaundryFeatures,Sink,The laundry area has a sink.,Yes,Yes,
,Property,LaundryFeatures,UpperLevel,,LaundryFeatures,UpperLevel,Laundry features are located on an upper level.,Yes,Yes,
,Property,LaundryFeatures,WasherHookup,,LaundryFeatures,WasherHookup,The property has a hookups for a clothes washer.,Yes,Yes,
,Property,LaundryFeatures,WasherDryerInstallAllowed,,LaundryFeatures,WasherDryerInstallAllowed,The building rules allow washer and dryer to be installed in the units.,Yes,Yes,
,Property,LeaseType,NonStabilizedLease,,LeaseType,NonStabilizedLease,The unit or builidng is not stabilized.,Yes,Yes,
,Property,LeaseType,StabilizedLease,,LeaseType,StabilizedLease,The unit or building is stabilized.,Yes,Yes,
,Property,Levels,MultiSplit,,Levels,MultiSplit,"A split-level home (also called a tri-level home) is a style of house in which the floor levels are staggered so that the ""main"" level of the house (e.g., the level that usually contains the front entry) is partway between the upper and lower floors.",Yes,Yes,
,Property,Levels,One,,Levels,One,The property being sold/leased has one level. A discreet horizontal plane of interior living space (excluding basements).,Yes,Yes,
,Property,Levels,OneAndOneHalf,,Levels,OneAndOneHalf,"A 1.5-story house is where the height of any of the walls on the second floor are less than the height of the walls on the first floor. First floor walls that extend up to the second floor level are not included in the height comparison. Depending on your state, province or other local regulations, there may be a specific height difference required. For example, some areas require that second floor walls should be less than 70% the height of first floor walls in order to be called a 1.5-story structure. Other areas are 50%, and it is clear that this may vary substantially from region to region. Another common trait is angled ceilings that compensate for the short walls making all but the edges of the room high enough for normal use.",Yes,Yes,
,Property,Levels,ThreeOrMore,,Levels,ThreeOrMore,The property being sold/leased has three or more levels. A discreet horizontal plane of interior living space (excluding basements).,Yes,Yes,
